ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_habitable,Surface_du_séjour,Caves,Surface_des_caves,Grenier,Garage,Nombre_de_place_de_parking_intérieur,Nombre_de_salles_de_bain,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Nombre_de_façades,Nombre_détages_de_limmeuble,Jardin,Surface_totale_du_terrain,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Référence_PEB,Attestation__Installation_électrique,Permis_de_bâtir_obtenu,Type_de_zone_inondable,Zone_inondable_délimitée,Bien_actuellement_loué,Surface_chambre_à_coucher_4,Surface_du_bureau,Surface_du_grenier,Véranda,Salle_à_manger,Surface_salle_à_manger,Nombre_de_Garages,Surface_de_la_cuisine,Nombre_de_douches,Surface_de_lades_salles_de_bain,Panneaux_solaires,Largeur_de_la_façade,Nombre_de_places_de_parking_extérieur,Surface_du_jardin,Orientation_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Raccordé_à_leau_courante,Emission_de_CO2,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Équipement_de_la_cuisine,Type_de_cuisine,Orientation_de_la_façade_du_bien,Dressing,Buanderie,Local_vélo,Attestation__Citernes_à_mazout,Surface_chambre_à_coucher_5,Orientation_de_la_terrasse,Date_de_validité_PEB,Meublé,Ascenseur,Accessible_aux_moins_valides,Raccordé_au_gaz_de_ville,Piscine_extérieure,Parlophone,Porte_daccès_sécurisée,Étage_de_lappartement,Feu_ouvert,Surface_constructible,Balcon,Année_de_construction,Surface_du_garage,Attestation__Asbuilt,Citerne_à_eau_de_pluie,Surface_totale,Adoucisseur_deau,Compteur_Bihoraire,Alarme_antieffraction,Station_de_charge_électrique,Maison_basse_énergie,Chauffage_au_sol,Pompe_à_chaleur,Air_conditionné,Domotique,HammamSaunaJacuzzi,Adaptations_pour_les_seniors,Attestation__Installation_électrique__Validité,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Panneaux_solaires_thermiques,Compteur_deau_individuel
https://immovlan.be/fr/detail/maison/a-vendre/6540/lobbes/vbc54973,VBC54973,Maison à vendre,343175,,6540 Lobbes,Nouveau,,3,,,,128 m²,,,,,,,1,2,,,4,,,578 m²,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,9 m,,,,,,,9 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6540/lobbes/vbc54950,VBC54950,Maison à vendre,370556,,6540 Lobbes,Nouveau,,3,,,,184 m²,,,,,Oui,,2,2,,,4,,,578 m²,,,,,,Information non communiquée,Information non communiquée,,,,,,,,1,,,,,9 m,,,,,,,9 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6540/lobbes/vbc53761,VBC53761,Maison à vendre,225000,Rue des Quatre d'Gins 13 B,6540 Lobbes,À rénover,A l’acte,3,28 m²,12 m²,20 m²,180 m²,,Oui,9 m²,Oui,,,1,1,Mazout,Double vitrage,4,,Oui,1999 m²,296 kWh/m²/an,51943 kWh/an,,,,Information non communiquée,Information non communiquée,Non,8 m²,,,,,,,19 m²,,,Oui,,4,,,Oui,31 m²,,,Oui,Oui,,,Non,,,Sud-est,,,,,,Nord-ouest,21/11/2033,Non,Non,Oui,,Non,,,,,,,1950,,,Oui,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6540/lobbes/vba32853,VBA32853,Maison à vendre,285000,,6540 Lobbes,Normal,A l’acte,3,13 m²,13 m²,11 m²,146 m²,32 m²,,,Oui,Oui,,1,2,Gaz,Double vitrage,3,1,Oui,1047 m²,181 kWh/m²/an,30055 kWh/an,,,,Information non communiquée,Information non communiquée,,,,,Oui,Oui,20 m²,1,11 m²,1,,Oui,,,,,Oui,18 m²,,,Oui,Oui,,,,Equipée,Américaine,,,,,,,,17/10/2033,Non,Non,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6542/sars-la-buissiere/vbc86609,VBC86609,Maison à vendre,410734,,6542 Sars-la-Buissière,Nouveau,,4,,,,220 m²,,,,,Oui,,2,2,,,4,,Oui,694 m²,,,,,,Information non communiquée,Information non communiquée,,,,,,,,1,,,,,13 m,,,,,,,13 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6542/sars-la-buissiere/vbc86580,VBC86580,Maison à vendre,311562,,6542 Sars-la-Buissière,Nouveau,,3,,,,158 m²,,,,,Oui,,1,2,,,4,,Oui,694 m²,,,,,,Information non communiquée,Information non communiquée,,,,,,,,1,,,,,11 m,,,,,,,11 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6542/sars-la-buissiere/vbc53568,VBC53568,Maison à vendre,382099,,6542 Sars-la-Buissière,Nouveau,,3,,,,184 m²,,,,,Oui,,1,2,,,4,,,919 m²,,,,,,Information non communiquée,Information non communiquée,,,,,,,,1,,,,,12 m,,,,,,,12 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6542/sars-la-buissiere/vbc53567,VBC53567,Maison à vendre,356722,,6542 Sars-la-Buissière,Nouveau,,4,,,,154 m²,,,,,Oui,,1,2,,,4,,,919 m²,,,,,,Information non communiquée,Information non communiquée,,,,,,,,1,,,,,11 m,,,,,,,11 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6590/momignies/vbc87978,VBC87978,Maison à vendre,75000,Rue Chantrenne,6590 Momignies,À rénover,Immédiatement,3,15 m²,13 m²,18 m²,150 m²,14 m²,Oui,10 m²,Oui,Oui,,,1,Mazout,Double vitrage,,,Oui,469 m²,451 kWh/m²/an,62991 kWh/an,20241218013906,"oui, attestation non conforme",Non,Information non communiquée,Information non communiquée,,,,29 m²,,Oui,18 m²,1,12 m²,1,,Non,,,,,,,,,Oui,Oui,,Non,Non,Non équipée,,,Oui,,,"non, pas d'attestation",,,,,,,,,Non,Non,,Non,,,,18 m²,Non,,,,,Non,,Non,Non,,Non,Non,Non,,,,Non,Oui
https://immovlan.be/fr/detail/maison/a-vendre/6590/momignies/vbc87977,VBC87977,Maison à vendre,199000,Rue Nordron,6590 Momignies,À rénover,Immédiatement,6,16 m²,10 m²,18 m²,273 m²,30 m²,Oui,15 m²,Oui,,,,2,Mazout,,4,,,2900 m²,570 kWh/m²/an,82124 kWh/an,20241218014206,"non, pas d'attestation",Non,Information non communiquée,Information non communiquée,,11 m²,,23 m²,,Oui,11 m²,,22 m²,1,,Non,,,,,,,,,Non,Oui,,Non,Non,Non équipée,,Nord,Oui,,,"non, pas d'attestation",15 m²,,,,,,,,Non,Non,,Non,,,,,Non,,,,,Non,,Non,Non,,Non,Non,Non,,,,Non,Oui
https://immovlan.be/fr/detail/maison/a-vendre/6590/momignies/vbc83131,VBC83131,Maison à vendre,249000,,6590 Momignies,Normal,A l’acte,2,,,,177 m²,,Non,,Oui,Oui,,,2,Mazout,,4,2,Oui,2240 m²,479 kWh/m²/an,,20250301006886,pas d'application,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,Non,,2,,1,,,,6,,,Oui,,,,,Oui,,,,,,,Non,Non,Non,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6590/momignies/vbc23512,VBC23512,Maison à vendre,195000,Grand Place 11,6590 Momignies,Normal,A l’acte,6,17 m²,15 m²,18 m²,309 m²,,Oui,14 m²,Oui,Oui,,2,2,Mazout,Double vitrage,2,2,Oui,1795 m²,589 kWh/m²/an,179560 kWh/an,,"oui, attestation conforme",Non,Information non communiquée,Information non communiquée,Non,14 m²,,19 m²,,Oui,27 m²,1,11 m²,,10 m²,,20 m,3,1520 m²,Sud,Oui,29 m²,82 m,20 m,,Oui,146,Non,Non,,,,,,,,12 m²,Sud,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/6590/momignies/vbc68515,VBC68515,Villa à vendre,290000,Chemin Vert 1,6590 Momignies,Remis à neuf,Immédiatement,2,18 m²,25 m²,,,48 m²,Non,,Oui,Oui,,1,2,Mazout,Double vitrage,4,1,Oui,,333 kWh/m²/an,,20250403001484,,,Information non communiquée,Information non communiquée,Non,,,,Non,Non,,,18 m²,,,Non,,,,,Oui,,,,,,,,,Equipée,,,Non,Non,Non,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6590/momignies/vbc86579,VBC86579,Maison à vendre,330538,,6590 Momignies,Nouveau,,4,,,,148 m²,,,,,,,1,2,,,4,,Oui,1051 m²,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,11 m,,,,,,,11 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6590/momignies/vbc86578,VBC86578,Maison à vendre,399138,,6590 Momignies,Nouveau,,3,,,,185 m²,,,,,Oui,,1,2,,,4,,Oui,1051 m²,,,,,,Information non communiquée,Information non communiquée,,,,,,,,1,,,,,11 m,,,,,,,11 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6590/momignies/vbc76821,VBC76821,Maison à vendre,160000,,6590 Momignies,Normal,A l’acte,5,14 m²,13 m²,15 m²,280 m²,18 m²,Oui,,Oui,,,1,2,Mazout,Double vitrage,3,,Oui,600 m²,352 kWh/m²/an,92843 kWh/an,,,,Pas de risque d’inondation,Information non communiquée,,14 m²,,,,Oui,17 m²,,15 m²,8,,,10 m,,500 m²,,Oui,20 m²,,,,,86,,,,Indépendante,Est,,,,,13 m²,Ouest,23/02/2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6590/momignies/vbb78896,VBB78896,Maison à vendre,229000,Rue Herreuse 17,6590 Momignies,,A l’acte,5,,,,200 m²,20 m²,,,Oui,Oui,,1,1,,,4,,Non,5719 m²,617 kWh/m²/an,140375 kWh/an,20181008008996,pas d'application,,Pas de risque d’inondation,Information non communiquée,,,,,,,,1,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,Non,Non,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6600/bastogne/vbc91611,VBC91611,Appartement à vendre,289000,Rue Gustave-Delperdange 70,6600 Bastogne,Nouveau,,2,,,,98 m²,,,,,,,1,1,Gaz,Double vitrage,,5,,,,,,"oui, attestation conforme",Oui,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,Oui,9 m²,,,Oui,Oui,,,,,Indépendante,,,,Oui,,,,,Non,Oui,,,,Oui,,1,,,,2025,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6600/bastogne/vbc91610,VBC91610,Appartement à vendre,314000,Rue Gustave-Delperdange 70,6600 Bastogne,Nouveau,,2,,,,100 m²,,,,,,,1,1,Gaz,Double vitrage,,3,,,,,,"oui, attestation conforme",Oui,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,Oui,9 m²,,,Oui,Oui,,,,,Indépendante,,,,Oui,,,,,Non,Oui,,,,Oui,,2,,,,2025,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6600/bastogne/vwd13909,VWD13909,Maison à vendre,569000,saint pierre 8 c,6600 Bastogne,Excellent,,4,,,,247 m²,,,,,,,2,,Electrique,Triple vitrage,4,,Oui,,63 kWh/m²/an,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,,,,Non,,,30 m²,,Oui,30 m²,,,,,,,,,,,,,,pas d'application,,,,,,,,,,,,,,,2025,,,,,,,,Non,Oui,,Oui,Non,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6600/bastogne/vbc86993,VBC86993,Maison à vendre,200000,Rue de Marche 55,6600 Bastogne,Normal,,3,,,,,,Non,,Oui,,,,1,Mazout,,2,3,Oui,105 m²,260 kWh/m²/an,,20240829023100,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,Non,,,,,,,,,,,,,,,,Oui,,,,,,Sud,Non,Non,Non,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/6600/bastogne/vbc50288,VBC50288,Villa à vendre,475000,Mageret 46,6600 Bastogne,Excellent,A l’acte,4,,,,173 m²,,,,Oui,Oui,,1,,Electrique,Double vitrage,4,,Oui,1686 m²,397 kWh/m²/an,68806 kWh/an,,,Oui,Information non communiquée,Information non communiquée,,,,,,,,2,,,,,,1,,,Oui,,,,Non,Oui,62,Oui,,Equipée,Américaine,,,,,,,,14/02/2035,Non,,,,,,,,,,,1985,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6600/bastogne/vbc84266,VBC84266,Maison à vendre,470000,Rue des Lavandières 27,6600 Bastogne,Normal,,4,,,,320 m²,,Non,,Oui,Oui,,1,,Gaz,Double vitrage,,,Oui,437 m²,79 kWh/m²/an,25418 kWh/an,20250415004086,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,10 m²,Non,,,1,,,12 m²,,,,,,Oui,,,,,,16,Non,,,,Sud-est,,,,,,,15/04/2035,,Non,Non,,,,,,,,,2013,20 m²,,,,,,,,,Oui,,,,,,,Non,,
https://immovlan.be/fr/detail/maison/a-vendre/6600/bastogne/vbc79939,VBC79939,Maison à vendre,230000,Longvilly 10,6600 Bastogne,Normal,,4,,,,167 m²,,Oui,14 m²,Non,,,1,,Mazout,Double vitrage,,,,142 m²,354 kWh/m²/an,63786 kWh/an,20250410016687,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,Non,,,,,,7 m²,,11 m,,,,,,,11 m,,,87,Non,,,,Sud-est,,,,,,,10/04/2035,,Non,Non,,,,,,,167 m²,,1949,,,,,,,,,,,,,,,,,Non,,
https://immovlan.be/fr/detail/appartement/a-vendre/6600/bastogne/vbc73546,VBC73546,Appartement à vendre,225000,Rue de Neufchâteau 73A 3,6600 Bastogne,Normal,,2,,,,,,,,,Oui,,1,1,Gaz,,,,Non,,,11885 kWh/an,20160824006173,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,,,1,,,,,,,,,Non,,,,,Oui,32,,,Semi-équipée,,,,,,,,,24/08/2026,Non,Oui,,,,,,1,,,,1993,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6600/bastogne/vbc67253,VBC67253,Maison à vendre,250000,Rue d'Assenois 18A,6600 Bastogne,Normal,,3,,,,,,,,,Oui,,1,3,Mazout,,3,,Non,218 m²,280 kWh/m²/an,,20250422022231,"oui, attestation conforme",Oui,Pas de risque d’inondation,Information non communiquée,,,,,,,,1,,1,,,,,,,Non,,,,,Oui,,,,Super équipée,,Ouest,,,,,,,,Non,Non,,,,,,,,,,1949,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6600/bastogne/vbc50429,VBC50429,Maison à vendre,290000,,6600 Bastogne,À rénover,,5,,,,325 m²,,,,Oui,Oui,,2,,,,2,,Oui,582 m²,853 kWh/m²/an,71354 kWh/an,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,211,,,,,,,,,,,,16/01/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6600/bastogne/vbc45222,VBC45222,Maison à vendre,295000,,6600 Bastogne,Normal,,3,,,,117 m²,,,,,Oui,,1,,,,3,,Oui,324 m²,334 kWh/m²/an,50463 kWh/an,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,Oui,11 m²,,,,,95,,,,,,,,,,,,18/07/2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6600/bastogne/vbc44416,VBC44416,Maison à vendre,300000,Savy 255,6600 Bastogne,Normal,,3,,,,,,,,Oui,Oui,,1,1,Gaz,,4,,Non,1961 m²,253 kWh/m²/an,,20250212018332,"oui, attestation non conforme",Oui,Information non communiquée,Information non communiquée,,,,,,,,1,,,,,,,,,Oui,,,,,Oui,,Oui,,Super équipée,,Sud-ouest,,,,,,,,Non,Non,,,,,,,,,,1980,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6600/bastogne/vbc37736,VBC37736,Maison à vendre,230000,,6600 Bastogne,Normal,,4,,,,,,,,Oui,Oui,,1,2,Mazout,,2,,Oui,472 m²,293 kWh/m²/an,,20240430013561,"oui, attestation non conforme",Oui,Pas de risque d’inondation,Information non communiquée,,,,,,,,1,,,,,,,,,Oui,,,,,Oui,,Non,,Semi-équipée,,Ouest,,,,,,,,Non,Non,,Oui,,,,,,,,1950,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6600/bastogne/vbc37735,VBC37735,Maison à vendre,300000,NEFFE 256,6600 Bastogne,Normal,,3,,,,,,,,Oui,Oui,,1,2,Electrique,,4,1,Oui,1500 m²,206 kWh/m²/an,,20241029006542,"oui, attestation conforme",Oui,Pas de risque d’inondation,Information non communiquée,,,,,,,,1,,,,Oui,,,,,Oui,,,,,Oui,,Oui,,Super équipée,,Sud,,,,,,,,Non,Non,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/6600/bastogne/vbc36912,VBC36912,Duplex à vendre,189000,Rue du Sablon 119 E,6600 Bastogne,Normal,,2,16 m²,10 m²,,78 m²,29 m²,,,,,,1,1,Gaz,Double vitrage,,3,,,99 kWh/m²/an,9898 kWh/an,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,,,1,,,,,,,Oui,,,,Oui,Oui,19,,,Equipée,Américaine,,,,,,,,24/08/2025,Non,Oui,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6600/bastogne/vbc25678,VBC25678,Appartement à vendre,210000,Rue Joseph-Renquin 74 B3,6600 Bastogne,Normal,,1,,,,72 m²,35 m²,,,,Oui,,1,1,Gaz,,,3,Non,,151 kWh/m²/an,,20250122020476,"oui, attestation conforme",Oui,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,Non,,,,,Oui,,,,Super équipée,,Est,,,,,,,,Non,Oui,,,,,,2,,,,2005,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6600/bastogne/vbc11789,VBC11789,Maison à vendre,240000,Rue du Centre 15A,6600 Bastogne,Normal,,3,,,,,,,,,Oui,,,1,Mazout,,3,2,Non,202 m²,212 kWh/m²/an,,20240930043007,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,,,1,,1,,,,,,,Non,,,,,Oui,,,,Semi-équipée,,Nord-ouest,,,,,,,,Non,Non,,,,,,,,,,1994,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6600/bastogne/vbc07212,VBC07212,Maison à vendre,375000,Marvie 138,6600 Bastogne,Normal,,4,,,,,,,,,Oui,,1,1,Electrique,,,1,Non,2457 m²,180 kWh/m²/an,,20241104005239,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,,,1,,,,,,,,,Non,,,,,Oui,,,,Semi-équipée,,Ouest,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6600/bastogne/vbb93172,VBB93172,Appartement à vendre,345000,Rue Saint-Pierre 1 C,6600 Bastogne,Normal,,3,,,,125 m²,,,,,,,1,1,Gaz,,3,3,Non,,122 kWh/m²/an,,20241202009448,"oui, attestation conforme",Oui,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,Oui,,,,,Oui,,,,Super équipée,,Nord-ouest,,,,,,,,Non,Oui,,Oui,,,,3,,,,2010,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6600/bastogne/vbc80312,VBC80312,Maison à vendre,170000,Rue Glate 19,6600 Bastogne,Normal,,1,,,,67 m²,,Non,,Oui,Oui,,,,Mazout,Double vitrage,,,,62 m²,320 kWh/m²/an,44478 kWh/an,20250528019247,pas d'application,,Information non communiquée,Information non communiquée,,,,,Non,,,1,,,,,,,,,,,,,,,79,Non,,,,,,,,,,,28/05/2035,,Non,Non,,,,,,,,,1950,,,,,,,,,,,,,,,,,Non,,
https://immovlan.be/fr/detail/maison/a-vendre/6600/bastogne/vbb83221,VBB83221,Maison à vendre,280000,Luzery 27,6600 Bastogne,Normal,,4,,,,174 m²,,,,,,,1,2,Mazout,,2,2,Non,,131 kWh/m²/an,,20240802002541,"oui, attestation conforme",Oui,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,Oui,,,,,Oui,,,,Semi-équipée,,Sud,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6600/bastogne/vbb67729,VBB67729,Maison à vendre,375000,Michamps 6,6600 Bastogne,Normal,,3,,,,,,Non,,Oui,Oui,,,2,Electrique,,4,1,,9983 m²,326 kWh/m²/an,,20221217003694,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,Non,,,,Non,Non,,1,,3,,Oui,,,,,Oui,,,,,Oui,,,,Super équipée,,Nord-est,Non,Non,Non,,,,,Non,Non,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6600/bastogne/vbb63126,VBB63126,Maison à vendre,260000,Neffe 31,6600 Bastogne,Normal,,4,,,,,,Non,,Oui,Oui,,1,1,Mazout,,4,1,,1619 m²,199 kWh/m²/an,,20240830005545,pas d'application,,Information non communiquée,Information non communiquée,Non,,,,Non,Non,,1,,,,Oui,,,,,,,,,,Oui,,,,Semi-équipée,,Nord,Non,Non,Non,,,,,Non,Non,,,,,,,,,,1987,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6600/bastogne/vba86294,VBA86294,Maison à vendre,240000,Rue de la Roche 30,6600 Bastogne,Normal,,3,,,,,,Non,,Non,,,1,2,Electrique,,,2,Oui,,568 kWh/m²/an,,20240209006809,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,Non,,,,,,,,,,,,,,,,Oui,,,,Semi-équipée,,Est,Non,Non,Non,,,,,Non,Non,,,,,,,,,,1930,,,,,,,,,,,,,,,,,,,
